# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# Gaoliben Longkan Shoujing (GLS): Zhonghua Book Company edition (中華書局版), Keijo Imperial University edition (京城帝国大学版) and National Diet Library Digital Collections
# Version: 1.1.3
# Date: 3 June 2016
# Last update : 2 February 2022
#
#  Longkan Shoujing 龍龕手鏡, Koryo print 高麗本. monk Xingjun of the Liao Dynasty 遼・行均, 997.
#
# Vol.1 Koryo print 高麗本 (京城帝国大学版)
# Vol.2 Song print 宋本（續古逸叢書本影印日本古典全集別刊）
# Vol.3 Koryo print 高麗本 (京城帝国大学版)
# Vol.4 Koryo print 高麗本 (京城帝国大学版)
#
# Copyright (c) 2014-2022 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
GLS_Zhonghua	GLS_vol_radical	GLS_radical	NDL_url
23	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/14
24	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/15
25	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/15
26	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/16
27	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/16
28	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/17
29	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/17
30	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/18
31	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/18
32	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/19
33	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/19
34	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/20
35	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/20
36	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/21
37	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/21
38	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/22
39	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/22
40	v1#2	人	http://dl.ndl.go.jp/info:ndljp/pid/1194507/23
40	v1#3	言	http://dl.ndl.go.jp/info:ndljp/pid/1194507/23
41	v1#3	言	http://dl.ndl.go.jp/info:ndljp/pid/1194507/23
42	v1#3	言	http://dl.ndl.go.jp/info:ndljp/pid/1194507/24
43	v1#3	言	http://dl.ndl.go.jp/info:ndljp/pid/1194507/24
44	v1#3	言	http://dl.ndl.go.jp/info:ndljp/pid/1194507/25
45	v1#3	言	http://dl.ndl.go.jp/info:ndljp/pid/1194507/25
46	v1#3	言	http://dl.ndl.go.jp/info:ndljp/pid/1194507/26
47	v1#3	言	http://dl.ndl.go.jp/info:ndljp/pid/1194507/26
48	v1#3	言	http://dl.ndl.go.jp/info:ndljp/pid/1194507/27
49	v1#3	言	http://dl.ndl.go.jp/info:ndljp/pid/1194507/27
50	v1#3	言	http://dl.ndl.go.jp/info:ndljp/pid/1194507/28
51	v1#3	言	http://dl.ndl.go.jp/info:ndljp/pid/1194507/28
52	v1#3	言	http://dl.ndl.go.jp/info:ndljp/pid/1194507/29
52	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/29
53	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/29
54	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/30
55	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/30
56	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/31
57	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/31
58	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/32
59	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/32
60	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/33
61	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/33
62	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/34
63	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/34
64	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/35
65	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/35
66	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/36
67	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/36
68	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/37
69	v1#4	心	http://dl.ndl.go.jp/info:ndljp/pid/1194507/37
69	v1#5	山	http://dl.ndl.go.jp/info:ndljp/pid/1194507/37
70	v1#5	山	http://dl.ndl.go.jp/info:ndljp/pid/1194507/38
71	v1#5	山	http://dl.ndl.go.jp/info:ndljp/pid/1194507/38
72	v1#5	山	http://dl.ndl.go.jp/info:ndljp/pid/1194507/39
73	v1#5	山	http://dl.ndl.go.jp/info:ndljp/pid/1194507/39
74	v1#5	山	http://dl.ndl.go.jp/info:ndljp/pid/1194507/40
75	v1#5	山	http://dl.ndl.go.jp/info:ndljp/pid/1194507/40
76	v1#5	山	http://dl.ndl.go.jp/info:ndljp/pid/1194507/41
77	v1#5	山	http://dl.ndl.go.jp/info:ndljp/pid/1194507/41
78	v1#5	山	http://dl.ndl.go.jp/info:ndljp/pid/1194507/42
79	v1#5	山	http://dl.ndl.go.jp/info:ndljp/pid/1194507/42
79	v1#6	車	http://dl.ndl.go.jp/info:ndljp/pid/1194507/42
80	v1#6	車	http://dl.ndl.go.jp/info:ndljp/pid/1194507/43
81	v1#6	車	http://dl.ndl.go.jp/info:ndljp/pid/1194507/43
82	v1#6	車	http://dl.ndl.go.jp/info:ndljp/pid/1194507/44
83	v1#6	車	http://dl.ndl.go.jp/info:ndljp/pid/1194507/44
84	v1#6	車	http://dl.ndl.go.jp/info:ndljp/pid/1194507/45
85	v1#6	車	http://dl.ndl.go.jp/info:ndljp/pid/1194507/45
86	v1#6	車	http://dl.ndl.go.jp/info:ndljp/pid/1194507/46
86	v1#7	長	http://dl.ndl.go.jp/info:ndljp/pid/1194507/46
87	v1#7	長	http://dl.ndl.go.jp/info:ndljp/pid/1194507/46
88	v1#7	長	http://dl.ndl.go.jp/info:ndljp/pid/1194507/47
89	v1#7	長	http://dl.ndl.go.jp/info:ndljp/pid/1194507/47
90	v1#7	長	http://dl.ndl.go.jp/info:ndljp/pid/1194507/48
91	v1#7	長	http://dl.ndl.go.jp/info:ndljp/pid/1194507/48
91	v1#8	門	http://dl.ndl.go.jp/info:ndljp/pid/1194507/48
92	v1#8	門	http://dl.ndl.go.jp/info:ndljp/pid/1194507/49
93	v1#8	門	http://dl.ndl.go.jp/info:ndljp/pid/1194507/49
94	v1#8	門	http://dl.ndl.go.jp/info:ndljp/pid/1194507/50
95	v1#8	門	http://dl.ndl.go.jp/info:ndljp/pid/1194507/50
96	v1#8	門	http://dl.ndl.go.jp/info:ndljp/pid/1194507/51
96	v1#9	刀	http://dl.ndl.go.jp/info:ndljp/pid/1194507/51
97	v1#9	刀	http://dl.ndl.go.jp/info:ndljp/pid/1194507/51
98	v1#9	刀	http://dl.ndl.go.jp/info:ndljp/pid/1194507/52
99	v1#9	刀	http://dl.ndl.go.jp/info:ndljp/pid/1194507/52
100	v1#9	刀	http://dl.ndl.go.jp/info:ndljp/pid/1194507/53
101	v1#9	刀	http://dl.ndl.go.jp/info:ndljp/pid/1194507/53
101	v1#10	衣	http://dl.ndl.go.jp/info:ndljp/pid/1194507/53
102	v1#10	衣	http://dl.ndl.go.jp/info:ndljp/pid/1194507/54
103	v1#10	衣	http://dl.ndl.go.jp/info:ndljp/pid/1194507/54
104	v1#10	衣	http://dl.ndl.go.jp/info:ndljp/pid/1194507/55
105	v1#10	衣	http://dl.ndl.go.jp/info:ndljp/pid/1194507/55
106	v1#10	衣	http://dl.ndl.go.jp/info:ndljp/pid/1194507/56
107	v1#10	衣	http://dl.ndl.go.jp/info:ndljp/pid/1194507/56
108	v1#10	衣	http://dl.ndl.go.jp/info:ndljp/pid/1194507/57
109	v1#10	衣	http://dl.ndl.go.jp/info:ndljp/pid/1194507/57
109	v1#11	示	http://dl.ndl.go.jp/info:ndljp/pid/1194507/57
110	v1#11	示	http://dl.ndl.go.jp/info:ndljp/pid/1194507/58
111	v1#11	示	http://dl.ndl.go.jp/info:ndljp/pid/1194507/58
112	v1#11	示	http://dl.ndl.go.jp/info:ndljp/pid/1194507/59
113	v1#11	示	http://dl.ndl.go.jp/info:ndljp/pid/1194507/59
114	v1#11	示	http://dl.ndl.go.jp/info:ndljp/pid/1194507/60
114	v1#12	牛	http://dl.ndl.go.jp/info:ndljp/pid/1194507/60
115	v1#12	牛	http://dl.ndl.go.jp/info:ndljp/pid/1194507/60
116	v1#12	牛	http://dl.ndl.go.jp/info:ndljp/pid/1194507/61
117	v1#12	牛	http://dl.ndl.go.jp/info:ndljp/pid/1194507/61
118	v1#13	爿	http://dl.ndl.go.jp/info:ndljp/pid/1194507/62
118	v1#14	文	http://dl.ndl.go.jp/info:ndljp/pid/1194507/62
119	v1#14	文	http://dl.ndl.go.jp/info:ndljp/pid/1194507/62
120	v1#14	文	http://dl.ndl.go.jp/info:ndljp/pid/1194507/63
121	v1#14	文	http://dl.ndl.go.jp/info:ndljp/pid/1194507/63
122	v1#15	支	http://dl.ndl.go.jp/info:ndljp/pid/1194507/64
122	v1#16	皮	http://dl.ndl.go.jp/info:ndljp/pid/1194507/64
123	v1#16	皮	http://dl.ndl.go.jp/info:ndljp/pid/1194507/64
124	v1#16	皮	http://dl.ndl.go.jp/info:ndljp/pid/1194507/65
124	v1#17	方	http://dl.ndl.go.jp/info:ndljp/pid/1194507/65
125	v1#17	方	http://dl.ndl.go.jp/info:ndljp/pid/1194507/65
125	v1#18	風	http://dl.ndl.go.jp/info:ndljp/pid/1194507/65
126	v1#18	風	http://dl.ndl.go.jp/info:ndljp/pid/1194507/66
127	v1#18	風	http://dl.ndl.go.jp/info:ndljp/pid/1194507/66
128	v1#18	風	http://dl.ndl.go.jp/info:ndljp/pid/1194507/67
128	v1#19	几	http://dl.ndl.go.jp/info:ndljp/pid/1194507/67
128	v1#20	亠	http://dl.ndl.go.jp/info:ndljp/pid/1194507/67
129	v1#20	亠	http://dl.ndl.go.jp/info:ndljp/pid/1194507/67
130	v1#20	亠	http://dl.ndl.go.jp/info:ndljp/pid/1194507/68
130	v1#21	舟	http://dl.ndl.go.jp/info:ndljp/pid/1194507/68
131	v1#21	舟	http://dl.ndl.go.jp/info:ndljp/pid/1194507/68
132	v1#21	舟	http://dl.ndl.go.jp/info:ndljp/pid/1194507/69
133	v1#21	舟	http://dl.ndl.go.jp/info:ndljp/pid/1194507/69
133	v1#22	毛	http://dl.ndl.go.jp/info:ndljp/pid/1194507/69
134	v1#22	毛	http://dl.ndl.go.jp/info:ndljp/pid/1194507/70
135	v1#22	毛	http://dl.ndl.go.jp/info:ndljp/pid/1194507/70
136	v1#22	毛	http://dl.ndl.go.jp/info:ndljp/pid/1194507/71
137	v1#22	毛	http://dl.ndl.go.jp/info:ndljp/pid/1194507/71
137	v1#23	斤	http://dl.ndl.go.jp/info:ndljp/pid/1194507/71
138	v1#23	斤	http://dl.ndl.go.jp/info:ndljp/pid/1194507/72
138	v1#24	巾	http://dl.ndl.go.jp/info:ndljp/pid/1194507/72
139	v1#24	巾	http://dl.ndl.go.jp/info:ndljp/pid/1194507/72
140	v1#24	巾	http://dl.ndl.go.jp/info:ndljp/pid/1194507/73
140	v1#25	勹	http://dl.ndl.go.jp/info:ndljp/pid/1194507/73
141	v1#25	勹	http://dl.ndl.go.jp/info:ndljp/pid/1194507/73
141	v1#26	矛	http://dl.ndl.go.jp/info:ndljp/pid/1194507/73
142	v1#26	矛	http://dl.ndl.go.jp/info:ndljp/pid/1194507/74
142	v1#27	禾	http://dl.ndl.go.jp/info:ndljp/pid/1194507/74
143	v1#27	禾	http://dl.ndl.go.jp/info:ndljp/pid/1194507/74
144	v1#27	禾	http://dl.ndl.go.jp/info:ndljp/pid/1194507/75
145	v1#27	禾	http://dl.ndl.go.jp/info:ndljp/pid/1194507/75
146	v1#27	禾	http://dl.ndl.go.jp/info:ndljp/pid/1194507/76
147	v1#27	禾	http://dl.ndl.go.jp/info:ndljp/pid/1194507/76
148	v1#27	禾	http://dl.ndl.go.jp/info:ndljp/pid/1194507/77
148	v1#28	隹	http://dl.ndl.go.jp/info:ndljp/pid/1194507/77
149	v1#28	隹	http://dl.ndl.go.jp/info:ndljp/pid/1194507/77
150	v1#29	弓	http://dl.ndl.go.jp/info:ndljp/pid/1194507/78
151	v1#29	弓	http://dl.ndl.go.jp/info:ndljp/pid/1194507/78
152	v1#29	弓	http://dl.ndl.go.jp/info:ndljp/pid/1194507/79
152	v1#30	田	http://dl.ndl.go.jp/info:ndljp/pid/1194507/79
153	v1#30	田	http://dl.ndl.go.jp/info:ndljp/pid/1194507/79
154	v1#30	田	http://dl.ndl.go.jp/info:ndljp/pid/1194507/80
155	v1#31	宀	http://dl.ndl.go.jp/info:ndljp/pid/1194507/80
156	v1#31	宀	http://dl.ndl.go.jp/info:ndljp/pid/1194507/81
157	v1#31	宀	http://dl.ndl.go.jp/info:ndljp/pid/1194507/81
158	v1#31	宀	http://dl.ndl.go.jp/info:ndljp/pid/1194507/82
159	v1#31	宀	http://dl.ndl.go.jp/info:ndljp/pid/1194507/82
159	v1#32	羊	http://dl.ndl.go.jp/info:ndljp/pid/1194507/82
160	v1#32	羊	http://dl.ndl.go.jp/info:ndljp/pid/1194507/83
160	v1#33	身	http://dl.ndl.go.jp/info:ndljp/pid/1194507/83
161	v1#33	身	http://dl.ndl.go.jp/info:ndljp/pid/1194507/83
162	v1#33	身	http://dl.ndl.go.jp/info:ndljp/pid/1194507/84
162	v1#34	尸	http://dl.ndl.go.jp/info:ndljp/pid/1194507/84
163	v1#34	尸	http://dl.ndl.go.jp/info:ndljp/pid/1194507/84
164	v1#34	尸	http://dl.ndl.go.jp/info:ndljp/pid/1194507/85
165	v1#34	尸	http://dl.ndl.go.jp/info:ndljp/pid/1194507/85
165	v1#35	魚	http://dl.ndl.go.jp/info:ndljp/pid/1194507/85
166	v1#35	魚	http://dl.ndl.go.jp/info:ndljp/pid/1194507/86
167	v1#35	魚	http://dl.ndl.go.jp/info:ndljp/pid/1194507/86
168	v1#35	魚	http://dl.ndl.go.jp/info:ndljp/pid/1194507/87
169	v1#35	魚	http://dl.ndl.go.jp/info:ndljp/pid/1194507/87
170	v1#35	魚	http://dl.ndl.go.jp/info:ndljp/pid/1194507/88
171	v1#35	魚	http://dl.ndl.go.jp/info:ndljp/pid/1194507/88
172	v1#35	魚	http://dl.ndl.go.jp/info:ndljp/pid/1194507/89
172	v1#36	戈	http://dl.ndl.go.jp/info:ndljp/pid/1194507/89
173	v1#36	戈	http://dl.ndl.go.jp/info:ndljp/pid/1194507/89
174	v1#36	戈	http://dl.ndl.go.jp/info:ndljp/pid/1194507/90
174	v1#37	囗	http://dl.ndl.go.jp/info:ndljp/pid/1194507/90
175	v1#37	囗	http://dl.ndl.go.jp/info:ndljp/pid/1194507/90
176	v1#37	囗	http://dl.ndl.go.jp/info:ndljp/pid/1194507/91
176	v1#38	韋	http://dl.ndl.go.jp/info:ndljp/pid/1194507/91
177	v1#38	韋	http://dl.ndl.go.jp/info:ndljp/pid/1194507/91
177	v1#39	音	http://dl.ndl.go.jp/info:ndljp/pid/1194507/91
178	v1#39	音	http://dl.ndl.go.jp/info:ndljp/pid/1194507/92
178	v1#40	多	http://dl.ndl.go.jp/info:ndljp/pid/1194507/92
179	v1#40	多	http://dl.ndl.go.jp/info:ndljp/pid/1194507/92
179	v1#41	尤	http://dl.ndl.go.jp/info:ndljp/pid/1194507/92
180	v1#41	尤	http://dl.ndl.go.jp/info:ndljp/pid/1194507/93
180	v1#42	光	http://dl.ndl.go.jp/info:ndljp/pid/1194507/93
180	v1#43	香	http://dl.ndl.go.jp/info:ndljp/pid/1194507/93
181	v1#43	香	http://dl.ndl.go.jp/info:ndljp/pid/1194507/93
181	v1#44		http://dl.ndl.go.jp/info:ndljp/pid/1194507/93
181	v1#45	殸	http://dl.ndl.go.jp/info:ndljp/pid/1194507/93
182	v1#45	殸	http://dl.ndl.go.jp/info:ndljp/pid/1194507/94
182	v1#46	黄	http://dl.ndl.go.jp/info:ndljp/pid/1194507/94
183	v1#46	黄	http://dl.ndl.go.jp/info:ndljp/pid/1194507/94
183	v1#47	辛	http://dl.ndl.go.jp/info:ndljp/pid/1194507/94
184	v1#48	厶	http://dl.ndl.go.jp/info:ndljp/pid/1194507/95
185	v1#48	厶	http://dl.ndl.go.jp/info:ndljp/pid/1194507/95
185	v1#49	高	http://dl.ndl.go.jp/info:ndljp/pid/1194507/95
185	v1#50	其	http://dl.ndl.go.jp/info:ndljp/pid/1194507/95
186	v1#50	其	http://dl.ndl.go.jp/info:ndljp/pid/1194507/96
186	v1#51	章	http://dl.ndl.go.jp/info:ndljp/pid/1194507/96
186	v1#52	生	http://dl.ndl.go.jp/info:ndljp/pid/1194507/96
187	v1#52	生	http://dl.ndl.go.jp/info:ndljp/pid/1194507/96
187	v1#53	冫	http://dl.ndl.go.jp/info:ndljp/pid/1194507/96
188	v1#53	冫	http://dl.ndl.go.jp/info:ndljp/pid/1194507/97
188	v1#54	彡	http://dl.ndl.go.jp/info:ndljp/pid/1194507/97
188	v1#55	來	http://dl.ndl.go.jp/info:ndljp/pid/1194507/97
189	v1#55	來	http://dl.ndl.go.jp/info:ndljp/pid/1194507/97
189	v1#56	來	http://dl.ndl.go.jp/info:ndljp/pid/1194507/97
189	v1#57	兒	http://dl.ndl.go.jp/info:ndljp/pid/1194507/97
189	v1#58	而	http://dl.ndl.go.jp/info:ndljp/pid/1194507/97
189	v1#59	臣	http://dl.ndl.go.jp/info:ndljp/pid/1194507/97
190	v1#59	臣	http://dl.ndl.go.jp/info:ndljp/pid/1194507/98
190	v1#60	羸	http://dl.ndl.go.jp/info:ndljp/pid/1194507/98
190	v1#61	龜	http://dl.ndl.go.jp/info:ndljp/pid/1194507/98
190	v1#62	元	http://dl.ndl.go.jp/info:ndljp/pid/1194507/98
191	v1#62	元	http://dl.ndl.go.jp/info:ndljp/pid/1194507/98
191	v1#62	云	http://dl.ndl.go.jp/info:ndljp/pid/1194507/98
191	v1#63	雲	http://dl.ndl.go.jp/info:ndljp/pid/1194507/98
192	v1#63	雲	http://dl.ndl.go.jp/info:ndljp/pid/1194507/99
192	v1#64	匚	http://dl.ndl.go.jp/info:ndljp/pid/1194507/99
193	v1#64	匚	http://dl.ndl.go.jp/info:ndljp/pid/1194507/99
193	v1#65	殳	http://dl.ndl.go.jp/info:ndljp/pid/1194507/99
194	v1#65	殳	http://dl.ndl.go.jp/info:ndljp/pid/1194507/100
195	v1#66	瓜	http://dl.ndl.go.jp/info:ndljp/pid/1194507/100
196	v1#66	瓜	http://dl.ndl.go.jp/info:ndljp/pid/1194507/101
196	v1#67	龍	http://dl.ndl.go.jp/info:ndljp/pid/1194507/101
196	v1#68	番	http://dl.ndl.go.jp/info:ndljp/pid/1194507/101
197	v1#69	僉	http://dl.ndl.go.jp/info:ndljp/pid/1194507/101
197	v1#70	天	http://dl.ndl.go.jp/info:ndljp/pid/1194507/101
197	v1#71	西	http://dl.ndl.go.jp/info:ndljp/pid/1194507/101
197	v1#72	旡	http://dl.ndl.go.jp/info:ndljp/pid/1194507/101
198	v1#72	旡	http://dl.ndl.go.jp/info:ndljp/pid/1194507/102
198	v1#73	凡	http://dl.ndl.go.jp/info:ndljp/pid/1194507/102
198	v1#74	名	http://dl.ndl.go.jp/info:ndljp/pid/1194507/102
198	v1#75	亭	http://dl.ndl.go.jp/info:ndljp/pid/1194507/102
198	v1#76	牙	http://dl.ndl.go.jp/info:ndljp/pid/1194507/102
198	v1#77	卑	http://dl.ndl.go.jp/info:ndljp/pid/1194507/102
198	v1#78	寧	http://dl.ndl.go.jp/info:ndljp/pid/1194507/102
199	v1#78	寧	http://dl.ndl.go.jp/info:ndljp/pid/1194507/102
199	v1#79	男	http://dl.ndl.go.jp/info:ndljp/pid/1194507/102
199	v1#80	孚	http://dl.ndl.go.jp/info:ndljp/pid/1194507/102
199	v1#81	雁	http://dl.ndl.go.jp/info:ndljp/pid/1194507/102
199	v1#82	申	http://dl.ndl.go.jp/info:ndljp/pid/1194507/102
200	v1#82	申	http://dl.ndl.go.jp/info:ndljp/pid/1194507/103
200	v1#83	虍	http://dl.ndl.go.jp/info:ndljp/pid/1194507/103
200	v1#84	歺	http://dl.ndl.go.jp/info:ndljp/pid/1194507/103
200	v1#85	甘	http://dl.ndl.go.jp/info:ndljp/pid/1194507/103
201	v1#85	甘	http://dl.ndl.go.jp/info:ndljp/pid/1194507/103
201	v1#86	么	http://dl.ndl.go.jp/info:ndljp/pid/1194507/103
201	v1#87	巛	http://dl.ndl.go.jp/info:ndljp/pid/1194507/103
201	v1#88	甾	http://dl.ndl.go.jp/info:ndljp/pid/1194507/103
201	v1#89	由	http://dl.ndl.go.jp/info:ndljp/pid/1194507/103
201	v1#90	尼	http://dl.ndl.go.jp/info:ndljp/pid/1194507/103
201	v1#91	冂	http://dl.ndl.go.jp/info:ndljp/pid/1194507/103
202	v1#91	冂	http://dl.ndl.go.jp/info:ndljp/pid/1194507/104
202	v1#92	單	http://dl.ndl.go.jp/info:ndljp/pid/1194507/104
202	v1#93	圭	http://dl.ndl.go.jp/info:ndljp/pid/1194507/104
202	v1#94	凶	http://dl.ndl.go.jp/info:ndljp/pid/1194507/104
202	v1#95	興	http://dl.ndl.go.jp/info:ndljp/pid/1194507/104
206	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/81
207	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/81
208	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/82
209	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/82
210	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/83
211	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/83
212	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/84
213	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/84
214	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/85
215	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/85
216	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/86
217	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/86
218	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/87
219	v2#1	手	http://dl.ndl.go.jp/info:ndljp/pid/1126592/87
219	v2#2	虫	http://dl.ndl.go.jp/info:ndljp/pid/1126592/87
220	v2#2	虫	http://dl.ndl.go.jp/info:ndljp/pid/1126592/88
221	v2#2	虫	http://dl.ndl.go.jp/info:ndljp/pid/1126592/88
222	v2#2	虫	http://dl.ndl.go.jp/info:ndljp/pid/1126592/89
223	v2#2	虫	http://dl.ndl.go.jp/info:ndljp/pid/1126592/89
224	v2#2	虫	http://dl.ndl.go.jp/info:ndljp/pid/1126592/90
225	v2#2	虫	http://dl.ndl.go.jp/info:ndljp/pid/1126592/90
226	v2#2	虫	http://dl.ndl.go.jp/info:ndljp/pid/1126592/91
226	v2#3	水	http://dl.ndl.go.jp/info:ndljp/pid/1126592/91
227	v2#3	水	http://dl.ndl.go.jp/info:ndljp/pid/1126592/91
228	v2#3	水	http://dl.ndl.go.jp/info:ndljp/pid/1126592/92
229	v2#3	水	http://dl.ndl.go.jp/info:ndljp/pid/1126592/92
230	v2#3	水	http://dl.ndl.go.jp/info:ndljp/pid/1126592/93
231	v2#3	水	http://dl.ndl.go.jp/info:ndljp/pid/1126592/93
232	v2#3	水	http://dl.ndl.go.jp/info:ndljp/pid/1126592/94
233	v2#3	水	http://dl.ndl.go.jp/info:ndljp/pid/1126592/94
234	v2#3	水	http://dl.ndl.go.jp/info:ndljp/pid/1126592/95
235	v2#3	水	http://dl.ndl.go.jp/info:ndljp/pid/1126592/95
236	v2#3	水	http://dl.ndl.go.jp/info:ndljp/pid/1126592/96
237	v2#3	水	http://dl.ndl.go.jp/info:ndljp/pid/1126592/96
238	v2#3	水	http://dl.ndl.go.jp/info:ndljp/pid/1126592/97
238	v2#4	火	http://dl.ndl.go.jp/info:ndljp/pid/1126592/97
239	v2#4	火	http://dl.ndl.go.jp/info:ndljp/pid/1126592/97
240	v2#4	火	http://dl.ndl.go.jp/info:ndljp/pid/1126592/98
241	v2#4	火	http://dl.ndl.go.jp/info:ndljp/pid/1126592/98
